Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Month from,Year from,Month to,Year to,Highlighted,Employer,Description,Long Description
Dana Green,int:Dana Green,int:Head of Azure Engineering,dana.green@example.org,danagreen,ext_ab2a9f3d,ab2a9f3d,cv_ab2a9f3d,649-921-6433,+1-922-482-0055x7784,1982,Head of Azure Engineering,United Kingdom,Norwegian,b7503762,af8bb455,2025-07-08,2024-03-05,4,2019,10,2024,True,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Joyce Arnold,int:Joyce Arnold,int:Senior Full-stack Engineer,joyce.arnold@example.com,joycearnold,ext_17077af7,17077af7,cv_17077af7,001-982-599-7968x845,274-456-4240,1974,Software Engineering,Ireland,Swedish,6781a00f,94573981,2025-04-26,2026-03-02,2,2011,10,2014,True,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Joyce Arnold,int:Joyce Arnold,int:Senior Full-stack Engineer,joyce.arnold@example.com,joycearnold,ext_17077af7,17077af7,cv_17077af7,001-982-599-7968x845,274-456-4240,1974,Software Engineering,Ireland,Swedish,bc9724b6,b21400a8,2023-09-07,2024-04-03,12,2014,1,2014,True,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Joyce Arnold,int:Joyce Arnold,int:Senior Full-stack Engineer,joyce.arnold@example.com,joycearnold,ext_17077af7,17077af7,cv_17077af7,001-982-599-7968x845,274-456-4240,1974,Software Engineering,Ireland,Swedish,b071a795,90f5b9b1,2025-06-06,2023-12-28,11,2021,7,2021,True,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Joyce Arnold,int:Joyce Arnold,int:Senior Full-stack Engineer,joyce.arnold@example.com,joycearnold,ext_17077af7,17077af7,cv_17077af7,001-982-599-7968x845,274-456-4240,1974,Software Engineering,Ireland,Swedish,55d864e0,1b60c729,2025-03-02,2025-02-14,3,2020,3,2021,True,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Ronald Smith,int:Ronald Smith,int:Senior Backend Engineer,ronald.smith@mail.test,ronaldsmith,ext_1470ba4f,1470ba4f,cv_1470ba4f,(547)280-7740x649,+1-853-868-6632,1987,Software Engineering,Ireland,Polish,c662fd77,4c950980,2024-01-02,2025-02-15,11,2015,2,2015,True,RetailCo,"Worked on data platforms, software delivery and BI.",
Ronald Smith,int:Ronald Smith,int:Senior Backend Engineer,ronald.smith@mail.test,ronaldsmith,ext_1470ba4f,1470ba4f,cv_1470ba4f,(547)280-7740x649,+1-853-868-6632,1987,Software Engineering,Ireland,Polish,dc02f0f1,0b056ac2,2023-07-31,2023-12-21,10,2014,3,2019,False,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Ronald Smith,int:Ronald Smith,int:Senior Backend Engineer,ronald.smith@mail.test,ronaldsmith,ext_1470ba4f,1470ba4f,cv_1470ba4f,(547)280-7740x649,+1-853-868-6632,1987,Software Engineering,Ireland,Polish,dc0d4e55,0ff2f1da,2025-12-08,2023-05-17,6,2010,1,2011,False,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Ronald Smith,int:Ronald Smith,int:Senior Backend Engineer,ronald.smith@mail.test,ronaldsmith,ext_1470ba4f,1470ba4f,cv_1470ba4f,(547)280-7740x649,+1-853-868-6632,1987,Software Engineering,Ireland,Polish,449fc432,49ed3244,2023-10-26,2024-06-04,3,2014,6,2017,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Charles Ware,int:Charles Ware,int:Senior Databricks Engineer,charles.ware@example.com,charlesware,ext_405b1776,405b1776,cv_405b1776,641.863.8944,612.924.1797,1992,Data Engineering,Ireland,Polish,a4013414,12bc3843,2024-05-01,2024-10-02,4,2018,11,2020,True,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Rebecca Gardner,int:Rebecca Gardner,int:Principal Delivery Manager,rebecca.gardner@example.com,rebeccagardner,ext_21a4c0ea,21a4c0ea,cv_21a4c0ea,650.620.8021,(770)831-2073,1974,Delivery Management,Spain,Norwegian,6ad2bef2,a24e0a05,2023-09-04,2023-06-02,5,2013,2,2015,True,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Rebecca Gardner,int:Rebecca Gardner,int:Principal Delivery Manager,rebecca.gardner@example.com,rebeccagardner,ext_21a4c0ea,21a4c0ea,cv_21a4c0ea,650.620.8021,(770)831-2073,1974,Delivery Management,Spain,Norwegian,ffda065c,7bce31ed,2025-11-11,2026-02-17,10,2011,3,2016,False,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Rebecca Gardner,int:Rebecca Gardner,int:Principal Delivery Manager,rebecca.gardner@example.com,rebeccagardner,ext_21a4c0ea,21a4c0ea,cv_21a4c0ea,650.620.8021,(770)831-2073,1974,Delivery Management,Spain,Norwegian,6ae3efa0,56a63583,2025-06-01,2025-02-04,12,2019,9,2019,False,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Rebecca Gardner,int:Rebecca Gardner,int:Principal Delivery Manager,rebecca.gardner@example.com,rebeccagardner,ext_21a4c0ea,21a4c0ea,cv_21a4c0ea,650.620.8021,(770)831-2073,1974,Delivery Management,Spain,Norwegian,f03282c8,f81854f6,2025-12-08,2025-11-12,3,2023,11,2024,True,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Rebecca Gardner,int:Rebecca Gardner,int:Principal Delivery Manager,rebecca.gardner@example.com,rebeccagardner,ext_21a4c0ea,21a4c0ea,cv_21a4c0ea,650.620.8021,(770)831-2073,1974,Delivery Management,Spain,Norwegian,14f181ca,a816997b,2023-06-26,2024-12-08,12,2022,5,2024,False,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Rebecca Gardner,int:Rebecca Gardner,int:Principal Delivery Manager,rebecca.gardner@example.com,rebeccagardner,ext_21a4c0ea,21a4c0ea,cv_21a4c0ea,650.620.8021,(770)831-2073,1974,Delivery Management,Spain,Norwegian,430474c2,d2721201,2023-05-21,2023-05-25,9,2016,2,2018,False,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Mary Aguilar,int:Mary Aguilar,int:Principal Data Platform Engineer,mary.aguilar@example.org,maryaguilar,ext_1a497185,1a497185,cv_1a497185,975-470-5120x4618,246.501.3673,1984,Data Engineering,Ireland,Polish,fbc93c1e,a1035568,2025-05-12,2025-02-12,11,2017,11,2020,False,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Mary Aguilar,int:Mary Aguilar,int:Principal Data Platform Engineer,mary.aguilar@example.org,maryaguilar,ext_1a497185,1a497185,cv_1a497185,975-470-5120x4618,246.501.3673,1984,Data Engineering,Ireland,Polish,23868c78,2a07aa3a,2026-01-16,2023-12-28,10,2013,2,2014,False,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Earl Anderson,int:Earl Anderson,int:Lead Data Platform Engineer,earl.anderson@example.com,earlanderson,ext_932e5ed2,932e5ed2,cv_932e5ed2,318.637.6452x088,343.850.3136x5024,1971,Data Engineering,Spain,Danish,c6597605,10064d50,2023-09-20,2023-08-13,4,2015,12,2019,False,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Earl Anderson,int:Earl Anderson,int:Lead Data Platform Engineer,earl.anderson@example.com,earlanderson,ext_932e5ed2,932e5ed2,cv_932e5ed2,318.637.6452x088,343.850.3136x5024,1971,Data Engineering,Spain,Danish,6bc92ac6,8aeb3c5f,2025-06-19,2025-10-31,10,2010,7,2012,True,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Earl Anderson,int:Earl Anderson,int:Lead Data Platform Engineer,earl.anderson@example.com,earlanderson,ext_932e5ed2,932e5ed2,cv_932e5ed2,318.637.6452x088,343.850.3136x5024,1971,Data Engineering,Spain,Danish,4f77f9fc,2dedc51b,2023-07-12,2025-04-26,7,2017,11,2017,False,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Kyle Nolan,int:Kyle Nolan,int:Associate Data Scientist,kyle.nolan@mail.test,kylenolan,ext_ea30a78b,ea30a78b,cv_ea30a78b,500.497.9251,719.750.0528x1273,1968,AI/ML,Spain,Swedish,c2be4ad0,ce40dfab,2023-07-16,2025-07-10,9,2022,3,2024,True,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Laura Valencia,int:Laura Valencia,int:Principal Frontend Engineer,laura.valencia@mail.test,lauravalencia,ext_ee0fbf09,ee0fbf09,cv_ee0fbf09,930.565.2407x784,001-428-355-7498,1968,Software Engineering,USA,Norwegian,6f6afcbc,ea641be0,2025-07-15,2024-01-15,1,2018,9,2019,True,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Laura Valencia,int:Laura Valencia,int:Principal Frontend Engineer,laura.valencia@mail.test,lauravalencia,ext_ee0fbf09,ee0fbf09,cv_ee0fbf09,930.565.2407x784,001-428-355-7498,1968,Software Engineering,USA,Norwegian,375af38c,62d4be05,2025-10-04,2024-03-21,6,2015,1,2017,False,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Laura Valencia,int:Laura Valencia,int:Principal Frontend Engineer,laura.valencia@mail.test,lauravalencia,ext_ee0fbf09,ee0fbf09,cv_ee0fbf09,930.565.2407x784,001-428-355-7498,1968,Software Engineering,USA,Norwegian,2fe0cf95,b0e9e75a,2025-03-07,2024-07-22,2,2015,11,2016,False,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Rachel Clark,int:Rachel Clark,int:Principal Data Platform Engineer,rachel.clark@mail.test,rachelclark,ext_70fe625e,70fe625e,cv_70fe625e,727.544.8570x86209,318-363-8782x94565,1976,Data Engineering,United Kingdom,Swedish,a8f7cf9c,80de197a,2023-12-25,2024-11-20,12,2020,10,2023,False,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Rachel Clark,int:Rachel Clark,int:Principal Data Platform Engineer,rachel.clark@mail.test,rachelclark,ext_70fe625e,70fe625e,cv_70fe625e,727.544.8570x86209,318-363-8782x94565,1976,Data Engineering,United Kingdom,Swedish,54687bd4,365d47ed,2023-04-06,2023-10-11,2,2011,6,2015,True,Acme Bank,"Worked on data platforms, software delivery and BI.",
Rachel Clark,int:Rachel Clark,int:Principal Data Platform Engineer,rachel.clark@mail.test,rachelclark,ext_70fe625e,70fe625e,cv_70fe625e,727.544.8570x86209,318-363-8782x94565,1976,Data Engineering,United Kingdom,Swedish,0817d57c,3d81f213,2025-05-03,2024-01-16,9,2018,8,2021,False,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
John Garcia,int:John Garcia,int:Consultant Analytics Engineer,john.garcia@example.com,johngarcia,ext_5bfd9c00,5bfd9c00,cv_5bfd9c00,910.622.0317x31096,9532910371,1989,Data Engineering,Ireland,Danish,ed88e4af,5eedebc8,2024-07-14,2025-01-18,8,2011,12,2015,False,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
John Garcia,int:John Garcia,int:Consultant Analytics Engineer,john.garcia@example.com,johngarcia,ext_5bfd9c00,5bfd9c00,cv_5bfd9c00,910.622.0317x31096,9532910371,1989,Data Engineering,Ireland,Danish,38d593bf,8ae3e229,2024-12-02,2023-08-09,3,2022,2,2022,True,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Kimberly Henson,int:Kimberly Henson,int:Senior C# Developer,kimberly.henson@mail.test,kimberlyhenson,ext_72a377f1,72a377f1,cv_72a377f1,(586)350-9480x141,438-863-3839,1970,Software Engineering,India,British,276b0cd7,8306704d,2025-03-21,2023-09-07,4,2011,3,2015,False,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Kimberly Henson,int:Kimberly Henson,int:Senior C# Developer,kimberly.henson@mail.test,kimberlyhenson,ext_72a377f1,72a377f1,cv_72a377f1,(586)350-9480x141,438-863-3839,1970,Software Engineering,India,British,99994c29,ce10acb0,2025-04-21,2025-11-16,11,2016,2,2019,False,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Kimberly Henson,int:Kimberly Henson,int:Senior C# Developer,kimberly.henson@mail.test,kimberlyhenson,ext_72a377f1,72a377f1,cv_72a377f1,(586)350-9480x141,438-863-3839,1970,Software Engineering,India,British,e335661b,6729c04e,2024-05-18,2025-09-09,1,2024,11,2024,True,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Kimberly Henson,int:Kimberly Henson,int:Senior C# Developer,kimberly.henson@mail.test,kimberlyhenson,ext_72a377f1,72a377f1,cv_72a377f1,(586)350-9480x141,438-863-3839,1970,Software Engineering,India,British,f3b15f31,30ad7144,2024-09-06,2024-01-01,11,2022,7,2025,False,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Kimberly Henson,int:Kimberly Henson,int:Senior C# Developer,kimberly.henson@mail.test,kimberlyhenson,ext_72a377f1,72a377f1,cv_72a377f1,(586)350-9480x141,438-863-3839,1970,Software Engineering,India,British,581b88af,1ff0e95a,2024-08-08,2026-01-14,7,2011,2,2015,True,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Richard Oliver,int:Richard Oliver,int:Consultant Databricks Engineer,richard.oliver@example.com,richardoliver,ext_d08187c4,d08187c4,cv_d08187c4,001-419-957-6122x8685,(558)855-6659x398,1984,Data Engineering,United Kingdom,Danish,12e06d68,0bf462f1,2024-08-01,2024-12-18,6,2018,8,2018,False,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Richard Oliver,int:Richard Oliver,int:Consultant Databricks Engineer,richard.oliver@example.com,richardoliver,ext_d08187c4,d08187c4,cv_d08187c4,001-419-957-6122x8685,(558)855-6659x398,1984,Data Engineering,United Kingdom,Danish,8b6439d2,dcd8f7fb,2023-05-10,2025-02-06,6,2020,3,2020,True,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Richard Oliver,int:Richard Oliver,int:Consultant Databricks Engineer,richard.oliver@example.com,richardoliver,ext_d08187c4,d08187c4,cv_d08187c4,001-419-957-6122x8685,(558)855-6659x398,1984,Data Engineering,United Kingdom,Danish,a0e0fda1,142b9c62,2025-03-25,2024-02-10,10,2012,3,2015,False,HealthCorp,"Worked on data platforms, software delivery and BI.",
Eric Spears,int:Eric Spears,int:Principal .NET Engineer,eric.spears@mail.test,ericspears,ext_1fdb04d2,1fdb04d2,cv_1fdb04d2,001-684-257-7600x49082,233-950-4888x9921,1974,Software Engineering,Ireland,Polish,0916f198,35bd0ff0,2023-12-30,2025-04-10,2,2011,8,2013,False,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Eric Spears,int:Eric Spears,int:Principal .NET Engineer,eric.spears@mail.test,ericspears,ext_1fdb04d2,1fdb04d2,cv_1fdb04d2,001-684-257-7600x49082,233-950-4888x9921,1974,Software Engineering,Ireland,Polish,020589c9,eb6bc3af,2026-02-27,2025-11-15,1,2013,2,2014,True,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Eric Spears,int:Eric Spears,int:Principal .NET Engineer,eric.spears@mail.test,ericspears,ext_1fdb04d2,1fdb04d2,cv_1fdb04d2,001-684-257-7600x49082,233-950-4888x9921,1974,Software Engineering,Ireland,Polish,39a5a476,b81548a3,2023-07-06,2024-01-29,10,2014,7,2016,False,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Eric Spears,int:Eric Spears,int:Principal .NET Engineer,eric.spears@mail.test,ericspears,ext_1fdb04d2,1fdb04d2,cv_1fdb04d2,001-684-257-7600x49082,233-950-4888x9921,1974,Software Engineering,Ireland,Polish,525febd9,ce90a1cd,2025-08-28,2024-09-27,7,2022,8,2025,False,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Michelle Cherry,int:Michelle Cherry,int:Principal Data Scientist,michelle.cherry@example.com,michellecherry,ext_b187fb95,b187fb95,cv_b187fb95,(822)545-9334x419,001-315-272-7919x4096,1986,AI/ML,India,Polish,9973bc74,9ce799c6,2024-08-29,2024-10-15,6,2018,8,2020,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Michelle Cherry,int:Michelle Cherry,int:Principal Data Scientist,michelle.cherry@example.com,michellecherry,ext_b187fb95,b187fb95,cv_b187fb95,(822)545-9334x419,001-315-272-7919x4096,1986,AI/ML,India,Polish,2a39c35d,332682c0,2026-03-15,2023-07-20,8,2011,4,2016,True,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Michelle Cherry,int:Michelle Cherry,int:Principal Data Scientist,michelle.cherry@example.com,michellecherry,ext_b187fb95,b187fb95,cv_b187fb95,(822)545-9334x419,001-315-272-7919x4096,1986,AI/ML,India,Polish,572c2d09,45654a01,2024-01-24,2024-11-18,4,2021,6,2023,True,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Lisa Keith,int:Lisa Keith,int:Consultant Kubernetes Engineer,lisa.keith@example.com,lisakeith,ext_2c3beb8d,2c3beb8d,cv_2c3beb8d,001-755-466-1390x60480,883-420-6799x81364,1973,Cloud Engineering,United Kingdom,Swedish,c72d37d8,da8b41b6,2025-03-18,2024-02-04,1,2023,1,2025,False,Acme Bank,"Worked on data platforms, software delivery and BI.",
Lisa Keith,int:Lisa Keith,int:Consultant Kubernetes Engineer,lisa.keith@example.com,lisakeith,ext_2c3beb8d,2c3beb8d,cv_2c3beb8d,001-755-466-1390x60480,883-420-6799x81364,1973,Cloud Engineering,United Kingdom,Swedish,310fc067,02bd347f,2025-12-09,2024-06-10,11,2010,10,2014,False,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Lisa Keith,int:Lisa Keith,int:Consultant Kubernetes Engineer,lisa.keith@example.com,lisakeith,ext_2c3beb8d,2c3beb8d,cv_2c3beb8d,001-755-466-1390x60480,883-420-6799x81364,1973,Cloud Engineering,United Kingdom,Swedish,5e41af73,49688cd2,2023-11-30,2025-01-09,10,2019,11,2021,False,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Lisa Keith,int:Lisa Keith,int:Consultant Kubernetes Engineer,lisa.keith@example.com,lisakeith,ext_2c3beb8d,2c3beb8d,cv_2c3beb8d,001-755-466-1390x60480,883-420-6799x81364,1973,Cloud Engineering,United Kingdom,Swedish,e3e32290,86f570ca,2025-09-20,2024-08-28,11,2018,3,2021,False,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Lisa Keith,int:Lisa Keith,int:Consultant Kubernetes Engineer,lisa.keith@example.com,lisakeith,ext_2c3beb8d,2c3beb8d,cv_2c3beb8d,001-755-466-1390x60480,883-420-6799x81364,1973,Cloud Engineering,United Kingdom,Swedish,afaed679,9ef13b88,2023-05-30,2025-07-02,1,2024,12,2024,False,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
