Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Highlighted,Is official masterdata (in #{lang}),Language,Level
Tara White,int:Tara White,int:Consultant Backend Engineer,tara.white@example.org,tarawhite,ext_0df3d133,0df3d133,cv_0df3d133,001-695-901-4556x1681,(214)358-6833,2002,Software Engineering,United Kingdom,Polish,c2fc5cbb,3fc71626,2024-11-08,2024-12-08,False,int:Yes,English,Native
Sydney Baker,int:Sydney Baker,int:Principal Enterprise Architect,sydney.baker@example.org,sydneybaker,ext_7d6bc0e0,7d6bc0e0,cv_7d6bc0e0,001-681-779-4695,(599)678-7729,1994,Architecture,Spain,Danish,17d052db,90b07fdd,2024-06-04,2025-10-20,True,int:No,English,Fluent
Sydney Baker,int:Sydney Baker,int:Principal Enterprise Architect,sydney.baker@example.org,sydneybaker,ext_7d6bc0e0,7d6bc0e0,cv_7d6bc0e0,001-681-779-4695,(599)678-7729,1994,Architecture,Spain,Danish,dc95268a,73554f78,2025-03-27,2024-11-26,True,int:Yes,Norwegian,Professional
Sydney Baker,int:Sydney Baker,int:Principal Enterprise Architect,sydney.baker@example.org,sydneybaker,ext_7d6bc0e0,7d6bc0e0,cv_7d6bc0e0,001-681-779-4695,(599)678-7729,1994,Architecture,Spain,Danish,1f26c469,ea204a8d,2025-01-18,2025-10-31,False,int:Yes,Polish,Native
Daniel Hamilton,int:Daniel Hamilton,int:Principal MLOps Engineer,daniel.hamilton@example.com,danielhamilton,ext_35094d6c,35094d6c,cv_35094d6c,801.207.1396,258-330-3441x44885,1980,Data Engineering,Spain,Polish,7ad330db,c479ad16,2026-03-07,2024-07-07,True,int:Yes,Polish,Fluent
Daniel Hamilton,int:Daniel Hamilton,int:Principal MLOps Engineer,daniel.hamilton@example.com,danielhamilton,ext_35094d6c,35094d6c,cv_35094d6c,801.207.1396,258-330-3441x44885,1980,Data Engineering,Spain,Polish,efafec46,fb83dca9,2025-01-20,2025-01-16,False,int:No,Norwegian,Fluent
Jessica Edwards,int:Jessica Edwards,int:Senior Data Platform Engineer,jessica.edwards@example.com,jessicaedwards,ext_0f126e62,0f126e62,cv_0f126e62,+1-455-969-9023x55770,(778)257-6084,1978,Data Engineering,USA,Polish,0cf4e81f,e0e99336,2024-11-18,2024-12-23,False,int:Yes,Norwegian,Professional
Jessica Edwards,int:Jessica Edwards,int:Senior Data Platform Engineer,jessica.edwards@example.com,jessicaedwards,ext_0f126e62,0f126e62,cv_0f126e62,+1-455-969-9023x55770,(778)257-6084,1978,Data Engineering,USA,Polish,2e7ee8fa,8e82ddc8,2024-10-17,2024-07-11,True,int:No,Polish,Intermediate
Catherine Dixon,int:Catherine Dixon,int:Principal Backend Engineer,catherine.dixon@mail.test,catherinedixon,ext_199170a9,199170a9,cv_199170a9,895.451.2405,001-696-829-1450,1990,Software Engineering,Spain,Danish,2c0c8592,11ec3417,2024-10-26,2025-02-13,False,int:No,Polish,Fluent
Catherine Dixon,int:Catherine Dixon,int:Principal Backend Engineer,catherine.dixon@mail.test,catherinedixon,ext_199170a9,199170a9,cv_199170a9,895.451.2405,001-696-829-1450,1990,Software Engineering,Spain,Danish,95d2be2d,8e259b4f,2025-03-25,2024-12-02,False,int:No,Swedish,Fluent
Paul Ray,int:Paul Ray,int:Senior Data Engineer,paul.ray@mail.test,paulray,ext_f9d94ea6,f9d94ea6,cv_f9d94ea6,473-357-4384,(903)617-8078x235,1989,Data Engineering,United Kingdom,Danish,40e84d24,6a8a0eed,2025-07-20,2025-12-19,False,int:Yes,Danish,Native
Paul Ray,int:Paul Ray,int:Senior Data Engineer,paul.ray@mail.test,paulray,ext_f9d94ea6,f9d94ea6,cv_f9d94ea6,473-357-4384,(903)617-8078x235,1989,Data Engineering,United Kingdom,Danish,0e9f7917,c6277fc8,2026-01-12,2024-08-25,False,int:No,Norwegian,Native
Paul Ray,int:Paul Ray,int:Senior Data Engineer,paul.ray@mail.test,paulray,ext_f9d94ea6,f9d94ea6,cv_f9d94ea6,473-357-4384,(903)617-8078x235,1989,Data Engineering,United Kingdom,Danish,830ce4cb,e44d905e,2025-12-26,2025-08-03,False,int:No,English,Professional
Jonathan Fletcher,int:Jonathan Fletcher,int:Consultant Full-stack Engineer,jonathan.fletcher@example.com,jonathanfletcher,ext_c6f6d331,c6f6d331,cv_c6f6d331,001-252-318-2307x68104,670-718-4094x35334,1970,Software Engineering,Spain,British,ac9e2703,9e94bcf7,2025-10-06,2026-02-28,False,int:No,Polish,Fluent
Jonathan Fletcher,int:Jonathan Fletcher,int:Consultant Full-stack Engineer,jonathan.fletcher@example.com,jonathanfletcher,ext_c6f6d331,c6f6d331,cv_c6f6d331,001-252-318-2307x68104,670-718-4094x35334,1970,Software Engineering,Spain,British,8a274567,89c73a61,2025-09-11,2024-09-05,False,int:Yes,Danish,Fluent
Jonathan Fletcher,int:Jonathan Fletcher,int:Consultant Full-stack Engineer,jonathan.fletcher@example.com,jonathanfletcher,ext_c6f6d331,c6f6d331,cv_c6f6d331,001-252-318-2307x68104,670-718-4094x35334,1970,Software Engineering,Spain,British,e40d8c16,36712f3d,2025-02-21,2024-05-02,False,int:No,Swedish,Native
Aaron Frost,int:Aaron Frost,int:Senior C# Developer,aaron.frost@mail.test,aaronfrost,ext_f21ccde5,f21ccde5,cv_f21ccde5,001-771-742-2410x98813,224-493-2149x587,1980,Software Engineering,India,Danish,d891cbf4,710f815b,2025-08-16,2024-10-14,True,int:Yes,English,Native
Amanda Ball,int:Amanda Ball,int:Consultant C# Developer,amanda.ball@example.com,amandaball,ext_39db4119,39db4119,cv_39db4119,4709160166,+1-354-953-8179x217,2002,Software Engineering,Spain,Danish,b2078d23,371ad98e,2025-06-11,2025-02-14,True,int:Yes,Norwegian,Fluent
Amanda Ball,int:Amanda Ball,int:Consultant C# Developer,amanda.ball@example.com,amandaball,ext_39db4119,39db4119,cv_39db4119,4709160166,+1-354-953-8179x217,2002,Software Engineering,Spain,Danish,9336aee1,48492c52,2024-08-26,2025-01-02,True,int:No,Swedish,Intermediate
Amanda Ball,int:Amanda Ball,int:Consultant C# Developer,amanda.ball@example.com,amandaball,ext_39db4119,39db4119,cv_39db4119,4709160166,+1-354-953-8179x217,2002,Software Engineering,Spain,Danish,baa02809,22e5efaa,2025-05-26,2026-02-15,True,int:Yes,Danish,Native
Judy Lambert,int:Judy Lambert,int:Consultant Data Platform Engineer,judy.lambert@mail.test,judylambert,ext_2f515f5c,2f515f5c,cv_2f515f5c,977-933-2945x6255,7174157724,1982,Data Engineering,United Kingdom,Swedish,a61cd1e3,3216e8dd,2024-10-11,2025-09-02,True,int:No,Norwegian,Native
Michael Jones,int:Michael Jones,int:Lead Solution Architect,michael.jones@example.com,michaeljones,ext_a7616c5e,a7616c5e,cv_a7616c5e,516.415.8148x76963,361.953.9669x5832,1970,Architecture,India,Swedish,014128a3,6ca739f3,2025-12-31,2025-05-04,False,int:Yes,Swedish,Professional
Elizabeth Rivera,int:Elizabeth Rivera,int:Head of Data Engineering,elizabeth.rivera@mail.test,elizabethrivera,ext_c0671072,c0671072,cv_c0671072,699-875-8172,591-496-5701,1976,Head of Data Engineering,Spain,Norwegian,4c319ea1,e518c0b3,2026-04-02,2025-08-08,False,int:Yes,Norwegian,Native
Lee Charles,int:Lee Charles,int:Lead Enterprise Architect,lee.charles@example.org,leecharles,ext_fe0183f7,fe0183f7,cv_fe0183f7,001-902-527-8469,254.894.6519,1973,Architecture,United Kingdom,British,db54dac7,6b501150,2024-06-03,2026-02-11,True,int:No,Norwegian,Fluent
Jennifer Evans,int:Jennifer Evans,int:Lead Solution Architect,jennifer.evans@mail.test,jenniferevans,ext_b92f3eb8,b92f3eb8,cv_b92f3eb8,(340)658-0085,8365965666,1997,Architecture,United Kingdom,British,b90f4bae,f31d0146,2025-12-28,2024-09-14,True,int:No,Polish,Fluent
Jennifer Evans,int:Jennifer Evans,int:Lead Solution Architect,jennifer.evans@mail.test,jenniferevans,ext_b92f3eb8,b92f3eb8,cv_b92f3eb8,(340)658-0085,8365965666,1997,Architecture,United Kingdom,British,a5928788,3261900b,2025-03-21,2025-03-06,False,int:Yes,Swedish,Professional
Jennifer Evans,int:Jennifer Evans,int:Lead Solution Architect,jennifer.evans@mail.test,jenniferevans,ext_b92f3eb8,b92f3eb8,cv_b92f3eb8,(340)658-0085,8365965666,1997,Architecture,United Kingdom,British,afcbfeef,fa0c5ee6,2025-02-08,2024-04-17,False,int:No,Danish,Intermediate
Kyle Ortiz,int:Kyle Ortiz,int:Principal Analytics Engineer,kyle.ortiz@example.org,kyleortiz,ext_853bbe22,853bbe22,cv_853bbe22,+1-327-223-8656x24220,(876)421-2679,1983,Data Engineering,Ireland,Danish,4d9357c2,58a1ffc0,2025-09-16,2025-02-19,False,int:No,Polish,Fluent
Kyle Ortiz,int:Kyle Ortiz,int:Principal Analytics Engineer,kyle.ortiz@example.org,kyleortiz,ext_853bbe22,853bbe22,cv_853bbe22,+1-327-223-8656x24220,(876)421-2679,1983,Data Engineering,Ireland,Danish,bbcbf5fc,e4944676,2025-11-27,2024-06-20,False,int:No,English,Fluent
Kyle Ortiz,int:Kyle Ortiz,int:Principal Analytics Engineer,kyle.ortiz@example.org,kyleortiz,ext_853bbe22,853bbe22,cv_853bbe22,+1-327-223-8656x24220,(876)421-2679,1983,Data Engineering,Ireland,Danish,aa958710,06dd2eff,2025-05-31,2024-12-10,False,int:No,Danish,Professional
Richard Phillips,int:Richard Phillips,int:Senior MLOps Engineer,richard.phillips@example.com,richardphillips,ext_8efe1bb8,8efe1bb8,cv_8efe1bb8,986.587.6532x690,001-384-968-9500x975,1988,Data Engineering,India,Polish,81329ee7,060be62f,2025-09-07,2025-09-14,True,int:No,Norwegian,Professional
Richard Phillips,int:Richard Phillips,int:Senior MLOps Engineer,richard.phillips@example.com,richardphillips,ext_8efe1bb8,8efe1bb8,cv_8efe1bb8,986.587.6532x690,001-384-968-9500x975,1988,Data Engineering,India,Polish,dcf537db,76cc1c9f,2025-07-31,2025-10-09,True,int:No,Polish,Native
Richard Phillips,int:Richard Phillips,int:Senior MLOps Engineer,richard.phillips@example.com,richardphillips,ext_8efe1bb8,8efe1bb8,cv_8efe1bb8,986.587.6532x690,001-384-968-9500x975,1988,Data Engineering,India,Polish,77f202b4,64cb1e7b,2025-10-28,2025-12-01,False,int:Yes,Danish,Fluent
David Fisher,int:David Fisher,int:Senior Project Manager,david.fisher@example.com,davidfisher,ext_1ed39b5b,1ed39b5b,cv_1ed39b5b,001-912-384-7818x913,+1-789-849-0580x77879,1990,Delivery Management,Ireland,Norwegian,0235b896,f266fcf9,2025-04-10,2026-03-08,False,int:Yes,Polish,Intermediate
David Fisher,int:David Fisher,int:Senior Project Manager,david.fisher@example.com,davidfisher,ext_1ed39b5b,1ed39b5b,cv_1ed39b5b,001-912-384-7818x913,+1-789-849-0580x77879,1990,Delivery Management,Ireland,Norwegian,8106c3f0,403bcde6,2025-11-20,2025-07-21,True,int:No,Danish,Native
Shelby Byrd,int:Shelby Byrd,int:Associate Solution Architect,shelby.byrd@example.com,shelbybyrd,ext_b14c3dff,b14c3dff,cv_b14c3dff,(444)220-9494x079,+1-649-604-7128x14429,2000,Architecture,Spain,Danish,8aa11a0a,6fbc4399,2025-02-06,2024-07-20,True,int:No,Danish,Intermediate
Shelby Byrd,int:Shelby Byrd,int:Associate Solution Architect,shelby.byrd@example.com,shelbybyrd,ext_b14c3dff,b14c3dff,cv_b14c3dff,(444)220-9494x079,+1-649-604-7128x14429,2000,Architecture,Spain,Danish,d3805062,a02596fa,2025-06-13,2025-11-06,True,int:No,Norwegian,Fluent
Shelby Byrd,int:Shelby Byrd,int:Associate Solution Architect,shelby.byrd@example.com,shelbybyrd,ext_b14c3dff,b14c3dff,cv_b14c3dff,(444)220-9494x079,+1-649-604-7128x14429,2000,Architecture,Spain,Danish,28437764,e9303ef1,2024-12-10,2025-05-15,True,int:No,Polish,Intermediate
Raven Gilbert,int:Raven Gilbert,int:Senior Scrum Master,raven.gilbert@mail.test,ravengilbert,ext_59d4ef50,59d4ef50,cv_59d4ef50,901-492-9275x243,705.212.9276x63723,1976,Delivery Management,United Kingdom,Danish,496ead0b,bb4291e6,2025-12-04,2026-02-17,True,int:No,Swedish,Intermediate
Raven Gilbert,int:Raven Gilbert,int:Senior Scrum Master,raven.gilbert@mail.test,ravengilbert,ext_59d4ef50,59d4ef50,cv_59d4ef50,901-492-9275x243,705.212.9276x63723,1976,Delivery Management,United Kingdom,Danish,0e3b9a8e,0e841a39,2024-09-08,2025-01-03,True,int:Yes,Norwegian,Intermediate
Raven Gilbert,int:Raven Gilbert,int:Senior Scrum Master,raven.gilbert@mail.test,ravengilbert,ext_59d4ef50,59d4ef50,cv_59d4ef50,901-492-9275x243,705.212.9276x63723,1976,Delivery Management,United Kingdom,Danish,34c1b81e,be1938f2,2025-07-11,2024-05-22,False,int:No,Danish,Fluent
Kevin Kelley,int:Kevin Kelley,int:Head of Strategy and Advisory,kevin.kelley@example.org,kevinkelley,ext_ce2e910c,ce2e910c,cv_ce2e910c,+1-841-902-7674x7836,728-860-4765x801,1977,Head of Strategy and Advisory,United Kingdom,Swedish,f78c692d,e99d9f59,2025-11-03,2024-05-24,False,int:No,Danish,Intermediate
Aaron Mitchell,int:Aaron Mitchell,int:Lead Data Platform Engineer,aaron.mitchell@example.com,aaronmitchell,ext_f716067a,f716067a,cv_f716067a,+1-545-744-1496x739,+1-525-680-0106x18175,1998,Data Engineering,Spain,Danish,e5a7fc46,6a4187e9,2026-01-07,2025-04-23,False,int:Yes,Danish,Fluent
Aaron Mitchell,int:Aaron Mitchell,int:Lead Data Platform Engineer,aaron.mitchell@example.com,aaronmitchell,ext_f716067a,f716067a,cv_f716067a,+1-545-744-1496x739,+1-525-680-0106x18175,1998,Data Engineering,Spain,Danish,6970a38c,a04447a2,2024-09-16,2024-07-08,True,int:No,Swedish,Professional
Aaron Mitchell,int:Aaron Mitchell,int:Lead Data Platform Engineer,aaron.mitchell@example.com,aaronmitchell,ext_f716067a,f716067a,cv_f716067a,+1-545-744-1496x739,+1-525-680-0106x18175,1998,Data Engineering,Spain,Danish,16089b44,995e3836,2024-12-25,2025-04-28,True,int:No,Norwegian,Intermediate
Russell Carpenter,int:Russell Carpenter,int:Associate DevOps Engineer,russell.carpenter@example.com,russellcarpenter,ext_574ce717,574ce717,cv_574ce717,330-409-1093x911,(692)412-4471x7465,2001,Cloud Engineering,USA,British,5ca8babe,d22dec85,2024-07-06,2025-05-24,False,int:Yes,English,Professional
Russell Carpenter,int:Russell Carpenter,int:Associate DevOps Engineer,russell.carpenter@example.com,russellcarpenter,ext_574ce717,574ce717,cv_574ce717,330-409-1093x911,(692)412-4471x7465,2001,Cloud Engineering,USA,British,792c41a5,8743b473,2025-05-14,2025-06-28,False,int:Yes,Norwegian,Intermediate
Russell Carpenter,int:Russell Carpenter,int:Associate DevOps Engineer,russell.carpenter@example.com,russellcarpenter,ext_574ce717,574ce717,cv_574ce717,330-409-1093x911,(692)412-4471x7465,2001,Cloud Engineering,USA,British,7431d4d2,67532260,2025-04-17,2025-05-13,False,int:Yes,Swedish,Native
Diana Marshall,int:Diana Marshall,int:Associate Data Engineer,diana.marshall@example.com,dianamarshall,ext_b30db712,b30db712,cv_b30db712,001-514-806-6504x42717,(971)628-6391,2000,Data Engineering,United Kingdom,Danish,1a41336e,338c5563,2024-08-05,2025-03-30,False,int:No,Danish,Fluent
Diana Marshall,int:Diana Marshall,int:Associate Data Engineer,diana.marshall@example.com,dianamarshall,ext_b30db712,b30db712,cv_b30db712,001-514-806-6504x42717,(971)628-6391,2000,Data Engineering,United Kingdom,Danish,499ce321,917e81c6,2024-04-11,2024-07-21,False,int:No,English,Fluent
Scott Lewis,int:Scott Lewis,int:Principal Kubernetes Engineer,scott.lewis@example.com,scottlewis,ext_cef78287,cef78287,cv_cef78287,401-219-4707,9649256908,1998,Cloud Engineering,Ireland,Swedish,23288f49,881b2171,2024-11-01,2025-05-03,False,int:No,English,Fluent
Thomas Santana,int:Thomas Santana,int:Consultant C# Developer,thomas.santana@mail.test,thomassantana,ext_76544518,76544518,cv_76544518,(861)283-0671x98554,+1-515-685-1743x2806,1971,Software Engineering,United Kingdom,British,870f17dc,e8108da3,2024-08-14,2025-08-15,False,int:No,Danish,Native
Thomas Santana,int:Thomas Santana,int:Consultant C# Developer,thomas.santana@mail.test,thomassantana,ext_76544518,76544518,cv_76544518,(861)283-0671x98554,+1-515-685-1743x2806,1971,Software Engineering,United Kingdom,British,346f9cda,c3d4507e,2024-04-24,2024-09-10,False,int:No,Swedish,Professional
Thomas Santana,int:Thomas Santana,int:Consultant C# Developer,thomas.santana@mail.test,thomassantana,ext_76544518,76544518,cv_76544518,(861)283-0671x98554,+1-515-685-1743x2806,1971,Software Engineering,United Kingdom,British,3a702072,b7dc0bb2,2024-08-16,2025-12-24,False,int:No,Norwegian,Professional
Laura Jackson,int:Laura Jackson,int:Senior Delivery Manager,laura.jackson@example.org,laurajackson,ext_c7489d42,c7489d42,cv_c7489d42,001-561-957-1732x030,(818)347-8700x5050,1994,Delivery Management,Australia,Polish,ad83293e,fdf1da80,2024-09-06,2024-08-07,False,int:Yes,Danish,Fluent
Laura Jackson,int:Laura Jackson,int:Senior Delivery Manager,laura.jackson@example.org,laurajackson,ext_c7489d42,c7489d42,cv_c7489d42,001-561-957-1732x030,(818)347-8700x5050,1994,Delivery Management,Australia,Polish,1620a7c7,ba8b9d52,2025-08-25,2025-04-24,True,int:No,Norwegian,Intermediate
Christopher Robertson,int:Christopher Robertson,int:Associate Data Engineer,christopher.robertson@example.com,christopherrobertson,ext_9df381ed,9df381ed,cv_9df381ed,487.982.9310,+1-407-390-3202x0417,1969,Data Engineering,United Kingdom,Polish,2f8c6149,dd474a23,2024-09-07,2024-09-18,True,int:Yes,Danish,Intermediate
Christopher Robertson,int:Christopher Robertson,int:Associate Data Engineer,christopher.robertson@example.com,christopherrobertson,ext_9df381ed,9df381ed,cv_9df381ed,487.982.9310,+1-407-390-3202x0417,1969,Data Engineering,United Kingdom,Polish,8b401c87,675b54b9,2025-03-08,2025-01-31,True,int:No,Polish,Fluent
Cynthia Rogers,int:Cynthia Rogers,int:Associate C# Developer,cynthia.rogers@example.org,cynthiarogers,ext_5c4dbd5c,5c4dbd5c,cv_5c4dbd5c,717-899-3136,419-882-5309x25114,1998,Software Engineering,India,Danish,bf426ebc,a4ee90dd,2025-10-15,2025-08-14,True,int:Yes,English,Fluent
Loretta Potter,int:Loretta Potter,int:Principal Data Scientist,loretta.potter@example.com,lorettapotter,ext_442e5246,442e5246,cv_442e5246,(358)827-3902,001-520-471-0021x94672,1990,AI/ML,United Kingdom,British,e8911b60,00941989,2025-12-31,2025-06-22,False,int:Yes,English,Intermediate
Emily Walker,int:Emily Walker,int:Associate .NET Engineer,emily.walker@example.com,emilywalker,ext_730b2f88,730b2f88,cv_730b2f88,+1-348-676-3290x9279,(560)983-3181x958,1968,Software Engineering,India,Danish,2ab227bc,475a4547,2025-06-03,2025-05-23,True,int:Yes,Swedish,Fluent
James Johnson,int:James Johnson,int:Senior DevOps Engineer,james.johnson@example.org,jamesjohnson,ext_5ae88d74,5ae88d74,cv_5ae88d74,001-634-503-1277x22005,(345)397-0108x22078,2002,Cloud Engineering,USA,Danish,71051a63,920e4813,2025-05-28,2024-12-20,True,int:No,Norwegian,Professional
James Johnson,int:James Johnson,int:Senior DevOps Engineer,james.johnson@example.org,jamesjohnson,ext_5ae88d74,5ae88d74,cv_5ae88d74,001-634-503-1277x22005,(345)397-0108x22078,2002,Cloud Engineering,USA,Danish,c1277819,eed40247,2025-08-17,2026-02-08,False,int:No,Polish,Native
John Alvarez,int:John Alvarez,int:Senior Frontend Engineer,john.alvarez@example.com,johnalvarez,ext_62a31c39,62a31c39,cv_62a31c39,379.795.6353,913.263.6317,1987,Software Engineering,Ireland,Danish,b9ab2e9a,596f5a2f,2024-09-06,2025-11-09,True,int:Yes,Polish,Intermediate
John Alvarez,int:John Alvarez,int:Senior Frontend Engineer,john.alvarez@example.com,johnalvarez,ext_62a31c39,62a31c39,cv_62a31c39,379.795.6353,913.263.6317,1987,Software Engineering,Ireland,Danish,828c243b,cec8e3ce,2024-12-13,2024-08-30,True,int:No,English,Fluent
Melissa Jones,int:Melissa Jones,int:Associate Backend Engineer,melissa.jones@example.com,melissajones,ext_aacb4fd4,aacb4fd4,cv_aacb4fd4,(723)497-2652x73543,4907421776,1978,Software Engineering,India,Swedish,92914ab0,ca17c41b,2025-03-08,2025-07-18,True,int:Yes,Swedish,Native
Melissa Jones,int:Melissa Jones,int:Associate Backend Engineer,melissa.jones@example.com,melissajones,ext_aacb4fd4,aacb4fd4,cv_aacb4fd4,(723)497-2652x73543,4907421776,1978,Software Engineering,India,Swedish,7b72cb48,1cc1e550,2024-05-19,2024-10-05,True,int:No,Polish,Intermediate
Melissa Jones,int:Melissa Jones,int:Associate Backend Engineer,melissa.jones@example.com,melissajones,ext_aacb4fd4,aacb4fd4,cv_aacb4fd4,(723)497-2652x73543,4907421776,1978,Software Engineering,India,Swedish,2a925db4,b2d154f5,2024-04-14,2026-03-31,True,int:Yes,Norwegian,Native
Robert Soto,int:Robert Soto,int:Principal Frontend Engineer,robert.soto@example.com,robertsoto,ext_4bee36aa,4bee36aa,cv_4bee36aa,349.829.2983,573.497.7406x33569,2001,Software Engineering,United Kingdom,Norwegian,e50d3ac2,ce0be458,2024-08-17,2024-06-15,True,int:No,Danish,Professional
Robert Soto,int:Robert Soto,int:Principal Frontend Engineer,robert.soto@example.com,robertsoto,ext_4bee36aa,4bee36aa,cv_4bee36aa,349.829.2983,573.497.7406x33569,2001,Software Engineering,United Kingdom,Norwegian,c915abd5,5430e2a4,2024-10-18,2025-06-18,True,int:No,Swedish,Fluent
James Horton,int:James Horton,int:Consultant Python Developer,james.horton@example.com,jameshorton,ext_6d560090,6d560090,cv_6d560090,001-806-900-7806,001-617-573-1806x325,1978,Data Engineering,India,British,f0118b7f,5846cbce,2025-10-18,2025-05-04,True,int:Yes,English,Native
James Horton,int:James Horton,int:Consultant Python Developer,james.horton@example.com,jameshorton,ext_6d560090,6d560090,cv_6d560090,001-806-900-7806,001-617-573-1806x325,1978,Data Engineering,India,British,e2e044c6,18479dd6,2025-01-18,2024-10-24,False,int:Yes,Norwegian,Professional
James Horton,int:James Horton,int:Consultant Python Developer,james.horton@example.com,jameshorton,ext_6d560090,6d560090,cv_6d560090,001-806-900-7806,001-617-573-1806x325,1978,Data Engineering,India,British,e51e0700,23783558,2025-01-05,2025-09-21,True,int:Yes,Danish,Professional
