Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality (#{lang}),Owner last removed or added a section,Owner last updated CV,Last updated CV,Summary Of Qualifications,Owner last updated Qualifications,Project Experiences,Unique roles,Owner last updated Project Experiences,Highlighted roles,Owner last updated Highlighted roles,Skill categories,Owner last updated Skill categories,Educations,Years of education,Owner last updated Educations,Work experiences,Years since first work experience,Owner last updated Work experiences,Certifications,Owner last updated Certifications,Courses,Owner last updated Courses,Presentations,Owner last updated Presentations,Recommendations,Owner last updated Recommendations,Positions,Owner last updated Positions,Mentoring,Owner last updated Mentoring,Publications,Owner last updated Publications,Honors and awards,Owner last updated Honors and awards,Languages,Owner last updated Languages,Owner last updated Unique roles
Lisa Adams,int:Lisa Adams,int:Principal .NET Engineer,lisa.adams@mail.test,lisaadams,ext_46530ddb,46530ddb,cv_46530ddb,001-606-298-0420x439,301.764.5104x636,1999,Software Engineering,Ireland,int:British,2026-02-16,2025-04-04,2025-06-01,Principal .NET Engineer in software engineering delivering data platforms & analytics.,2024-05-24,1,4,2025-02-13,2,2025-11-05,5,2025-04-20,2,10,2024-10-05,6,3,2025-04-06,4,2025-02-21,4,2025-11-18,1,2025-03-05,1,2025-12-18,4,2025-06-07,2,2024-07-14,0,2024-08-28,0,2026-01-09,1,2025-05-07,2025-07-08
Kristin Rodriguez,int:Kristin Rodriguez,int:Consultant Full-stack Engineer,kristin.rodriguez@example.com,kristinrodriguez,ext_010c0791,010c0791,cv_010c0791,698.712.3878x0038,862.205.5543x8404,1989,Software Engineering,Slovenia,int:Polish,2026-01-19,2026-03-28,2025-11-03,Consultant Full-stack Engineer in software engineering delivering data platforms & analytics.,2025-07-28,1,3,2026-03-13,0,2024-11-25,2,2025-01-09,1,16,2025-02-03,5,22,2024-09-11,2,2024-09-16,0,2024-08-30,3,2025-09-19,0,2025-02-05,1,2025-09-25,0,2024-10-19,1,2024-08-17,1,2025-02-18,2,2024-06-30,2024-07-16
Monica Garrison,int:Monica Garrison,int:Principal Oracle Engineer,monica.garrison@example.org,monicagarrison,ext_e5244e85,e5244e85,cv_e5244e85,+1-543-825-6216,492.564.9578,1971,Cloud Engineering,United Kingdom,int:British,2025-10-21,2025-04-09,2025-11-28,,2024-09-29,4,3,2024-08-19,2,2025-12-26,3,2024-10-31,2,18,2024-04-08,3,16,2024-12-02,2,2024-10-02,2,2025-05-17,1,2025-12-17,1,2024-07-24,4,2025-08-13,1,2025-04-12,0,2024-04-15,2,2024-06-12,2,2024-09-13,2025-11-23
Jeffrey Velasquez,int:Jeffrey Velasquez,int:Lead Data Architect,jeffrey.velasquez@example.org,jeffreyvelasquez,ext_b1f8c8f1,b1f8c8f1,cv_b1f8c8f1,+1-729-383-2482x6292,+1-881-625-2056,1993,Architecture,Ireland,int:British,2025-06-21,2025-05-06,2026-03-05,,2025-04-13,6,1,2024-12-01,3,2025-11-03,3,2026-01-28,0,17,2024-05-05,3,19,2025-04-06,4,2026-01-27,3,2025-06-25,3,2024-08-28,2,2025-07-19,3,2026-03-06,0,2024-04-03,1,2024-07-30,0,2024-11-17,4,2025-01-17,2024-04-10
Steven Torres,int:Steven Torres,int:Associate AWS Engineer,steven.torres@example.org,steventorres,ext_d2d1f5ee,d2d1f5ee,cv_d2d1f5ee,542.531.2209x949,705.417.2897,1993,Cloud Engineering,Australia,int:Norwegian,2025-07-01,2025-04-20,2025-06-07,Associate AWS Engineer in cloud engineering delivering data platforms & analytics.,2025-05-16,5,1,2026-03-28,3,2026-02-08,2,2024-04-04,3,11,2025-04-02,2,20,2024-08-10,4,2025-12-02,5,2026-01-21,2,2024-07-14,1,2026-01-28,1,2024-10-08,2,2025-02-04,4,2025-10-20,1,2025-09-16,2,2025-07-23,2024-07-18
Laura Perez,int:Laura Perez,int:Principal DevOps Engineer,laura.perez@example.com,lauraperez,ext_c6b4a7c7,c6b4a7c7,cv_c6b4a7c7,(577)522-3306x0463,827-297-5736,1991,Cloud Engineering,United Kingdom,int:Polish,2025-09-07,2025-09-20,2025-04-12,Principal DevOps Engineer in cloud engineering delivering data platforms & analytics.,2024-12-04,4,1,2025-11-13,1,2025-09-28,1,2025-12-26,3,20,2025-05-20,5,8,2025-04-05,0,2025-10-04,2,2024-04-09,0,2025-01-18,0,2025-07-19,3,2024-11-08,2,2026-01-01,5,2025-09-27,2,2025-07-11,4,2025-02-16,2025-04-17
Andrew Lee,int:Andrew Lee,int:Consultant AWS Engineer,andrew.lee@example.com,andrewlee,ext_e6bc2ef7,e6bc2ef7,cv_e6bc2ef7,+1-965-969-9988x081,2385860868,1999,Cloud Engineering,Ireland,int:Danish,2026-02-14,2026-01-07,2026-04-03,Consultant AWS Engineer in cloud engineering delivering data platforms & analytics.,2024-10-09,1,1,2026-03-22,2,2025-05-04,1,2025-03-06,2,11,2025-05-25,3,9,2026-03-06,0,2024-08-30,4,2024-09-04,2,2025-03-16,0,2026-01-22,4,2025-10-09,0,2025-09-22,4,2024-06-21,0,2024-07-07,3,2024-11-09,2026-03-30
Mark Lin,int:Mark Lin,int:Principal AWS Engineer,mark.lin@mail.test,marklin,ext_7fae4a00,7fae4a00,cv_7fae4a00,976-944-7264x9082,781-929-8266,1970,Cloud Engineering,United Kingdom,int:Danish,2025-08-19,2026-03-19,2025-05-20,Principal AWS Engineer in cloud engineering delivering data platforms & analytics.,2026-02-23,1,4,2024-09-30,1,2025-05-19,3,2025-06-09,0,17,2025-12-14,6,15,2025-04-11,1,2024-05-04,4,2025-10-01,2,2024-08-07,2,2024-10-20,1,2025-10-14,1,2025-12-22,5,2024-11-10,0,2025-09-18,2,2024-07-25,2025-12-01
Tammy Ramirez,int:Tammy Ramirez,int:Principal Kubernetes Engineer,tammy.ramirez@example.com,tammyramirez,ext_f047cc90,f047cc90,cv_f047cc90,4273937145,417-851-8689,1979,Cloud Engineering,USA,int:British,2025-12-28,2025-09-09,2026-03-13,Principal Kubernetes Engineer in cloud engineering delivering data platforms & analytics.,2025-04-02,1,4,2026-02-02,2,2024-05-28,4,2024-04-09,3,12,2024-08-06,6,4,2025-12-23,3,2024-10-18,0,2025-12-31,0,2024-05-24,1,2024-06-02,1,2025-05-10,1,2024-10-11,1,2024-09-04,0,2024-08-23,4,2024-04-14,2024-11-28
Darlene Ross,int:Darlene Ross,int:Principal Data Platform Engineer,darlene.ross@mail.test,darleneross,ext_2d2945a9,2d2945a9,cv_2d2945a9,+1-460-225-9222,(944)974-2123x09407,1996,Data Engineering,United Kingdom,int:Norwegian,2025-09-22,2026-02-20,2025-07-26,Principal Data Platform Engineer in data engineering delivering data platforms & analytics.,2026-03-10,4,4,2024-11-16,3,2025-05-09,5,2024-09-06,1,19,2024-11-24,2,23,2024-07-18,2,2025-03-01,1,2025-05-25,3,2024-11-10,0,2025-06-13,2,2024-05-03,2,2024-04-18,3,2026-02-06,1,2024-10-10,4,2026-02-20,2025-12-18
Tina Herrera,int:Tina Herrera,int:Consultant .NET Engineer,tina.herrera@example.com,tinaherrera,ext_334b7609,334b7609,cv_334b7609,+1-809-973-3977,599-203-8498,2000,Software Engineering,Ireland,int:British,2025-10-05,2025-07-02,2026-03-08,,2024-05-03,1,0,2025-01-14,2,2024-10-14,5,2025-10-03,1,11,2024-10-30,5,25,2025-03-20,2,2024-05-06,5,2024-04-18,0,2026-02-17,2,2025-08-27,0,2025-12-23,0,2024-12-21,2,2025-09-25,1,2025-08-20,2,2024-04-04,2024-10-30
Sheila Wilson,int:Sheila Wilson,int:Consultant Oracle Engineer,sheila.wilson@mail.test,sheilawilson,ext_f00587b9,f00587b9,cv_f00587b9,(620)750-2099,401-962-2499,1969,Cloud Engineering,USA,int:Polish,2025-12-01,2025-05-01,2025-10-16,,2025-10-04,2,0,2025-02-28,1,2025-03-19,4,2025-02-16,1,20,2026-02-17,4,2,2025-10-26,4,2025-11-09,0,2024-07-29,0,2025-07-25,1,2024-07-06,1,2024-05-19,2,2025-07-13,0,2025-01-26,1,2024-05-07,1,2024-08-27,2025-08-13
Tara White,int:Tara White,int:Consultant Backend Engineer,tara.white@example.org,tarawhite,ext_0df3d133,0df3d133,cv_0df3d133,001-695-901-4556x1681,(214)358-6833,2002,Software Engineering,United Kingdom,int:Polish,2025-05-18,2025-04-14,2025-09-13,,2026-02-20,5,2,2024-04-21,1,2025-11-23,3,2024-05-25,3,11,2024-04-27,5,20,2025-08-18,0,2026-01-21,3,2024-06-20,3,2025-12-07,1,2025-12-06,2,2025-10-23,0,2024-11-19,3,2026-01-25,1,2025-09-28,1,2024-10-01,2024-12-30
Sydney Baker,int:Sydney Baker,int:Principal Enterprise Architect,sydney.baker@example.org,sydneybaker,ext_7d6bc0e0,7d6bc0e0,cv_7d6bc0e0,001-681-779-4695,(599)678-7729,1994,Architecture,Spain,int:Danish,2025-12-22,2026-01-28,2025-07-12,Principal Enterprise Architect in architecture delivering data platforms & analytics.,2026-02-26,2,1,2024-12-09,2,2025-12-13,4,2025-12-10,2,10,2025-08-12,4,24,2026-02-24,2,2025-03-02,2,2025-09-27,2,2026-01-08,0,2024-04-23,0,2026-01-24,1,2025-07-30,1,2025-01-12,0,2024-07-12,4,2025-03-20,2024-11-29
Daniel Hamilton,int:Daniel Hamilton,int:Principal MLOps Engineer,daniel.hamilton@example.com,danielhamilton,ext_35094d6c,35094d6c,cv_35094d6c,801.207.1396,258-330-3441x44885,1980,Data Engineering,Spain,int:Polish,2025-10-11,2025-11-26,2026-01-04,Principal MLOps Engineer in data engineering delivering data platforms & analytics.,2025-04-10,3,1,2024-12-16,3,2024-06-13,5,2026-02-05,0,12,2025-02-27,5,22,2025-03-10,4,2025-10-29,6,2025-06-09,1,2024-11-02,0,2026-01-28,2,2025-08-16,0,2025-09-27,4,2024-06-30,0,2025-09-16,2,2025-04-25,2025-09-10
Jessica Edwards,int:Jessica Edwards,int:Senior Data Platform Engineer,jessica.edwards@example.com,jessicaedwards,ext_0f126e62,0f126e62,cv_0f126e62,+1-455-969-9023x55770,(778)257-6084,1978,Data Engineering,USA,int:Polish,2026-02-05,2025-04-18,2026-03-01,,2025-02-08,5,3,2024-10-20,0,2026-03-17,4,2024-07-09,0,15,2025-10-12,6,15,2025-05-09,1,2025-03-20,4,2026-02-23,2,2025-11-08,2,2025-12-18,1,2024-05-03,0,2025-08-07,4,2026-03-28,1,2025-03-09,1,2026-03-31,2024-10-03
Catherine Dixon,int:Catherine Dixon,int:Principal Backend Engineer,catherine.dixon@mail.test,catherinedixon,ext_199170a9,199170a9,cv_199170a9,895.451.2405,001-696-829-1450,1990,Software Engineering,Spain,int:Danish,2025-06-15,2025-05-08,2025-09-18,Principal Backend Engineer in software engineering delivering data platforms & analytics.,2025-06-18,4,0,2024-05-01,3,2025-03-03,5,2024-12-29,0,18,2025-08-03,6,8,2024-05-04,1,2024-11-17,6,2024-07-15,0,2025-07-21,2,2025-04-15,4,2024-06-21,0,2024-12-24,0,2024-11-29,2,2025-10-29,4,2024-12-24,2024-07-12
Paul Ray,int:Paul Ray,int:Senior Data Engineer,paul.ray@mail.test,paulray,ext_f9d94ea6,f9d94ea6,cv_f9d94ea6,473-357-4384,(903)617-8078x235,1989,Data Engineering,United Kingdom,int:Danish,2026-01-20,2026-03-13,2025-08-11,Senior Data Engineer in data engineering delivering data platforms & analytics.,2025-02-07,4,2,2024-04-06,1,2025-08-14,2,2025-02-16,2,19,2025-11-26,5,17,2024-07-01,1,2025-04-07,3,2025-09-02,2,2025-02-12,0,2025-01-27,2,2025-01-31,2,2024-12-18,0,2024-12-26,1,2025-01-04,3,2025-03-02,2024-09-26
Jonathan Fletcher,int:Jonathan Fletcher,int:Consultant Full-stack Engineer,jonathan.fletcher@example.com,jonathanfletcher,ext_c6f6d331,c6f6d331,cv_c6f6d331,001-252-318-2307x68104,670-718-4094x35334,1970,Software Engineering,Spain,int:British,2025-08-09,2025-06-27,2025-09-06,Consultant Full-stack Engineer in software engineering delivering data platforms & analytics.,2025-03-16,3,2,2024-06-13,2,2025-08-28,3,2025-02-25,3,11,2025-11-10,1,13,2024-12-08,4,2025-12-13,1,2024-09-25,1,2024-06-05,0,2024-12-26,1,2025-05-31,2,2024-07-04,1,2025-02-05,2,2026-02-10,3,2025-09-11,2025-05-24
Aaron Frost,int:Aaron Frost,int:Senior C# Developer,aaron.frost@mail.test,aaronfrost,ext_f21ccde5,f21ccde5,cv_f21ccde5,001-771-742-2410x98813,224-493-2149x587,1980,Software Engineering,India,int:Danish,2025-05-10,2025-09-10,2025-06-13,Senior C# Developer in software engineering delivering data platforms & analytics.,2025-09-13,1,2,2025-10-31,1,2025-05-14,4,2024-12-10,3,11,2025-07-26,1,6,2025-11-21,3,2024-11-21,0,2025-05-15,1,2024-07-17,1,2024-07-15,4,2024-10-07,2,2024-06-29,1,2026-02-26,1,2024-05-11,2,2025-12-25,2025-02-06
Amanda Ball,int:Amanda Ball,int:Consultant C# Developer,amanda.ball@example.com,amandaball,ext_39db4119,39db4119,cv_39db4119,4709160166,+1-354-953-8179x217,2002,Software Engineering,Spain,int:Danish,2025-10-28,2026-03-01,2025-09-30,,2024-07-04,6,0,2025-05-15,0,2025-01-01,1,2024-12-03,0,20,2025-04-22,6,3,2024-04-13,0,2025-10-06,2,2025-06-11,0,2025-05-28,1,2025-12-21,2,2024-09-05,0,2025-10-22,5,2025-10-30,0,2025-10-18,2,2025-02-02,2024-08-14
Judy Lambert,int:Judy Lambert,int:Consultant Data Platform Engineer,judy.lambert@mail.test,judylambert,ext_2f515f5c,2f515f5c,cv_2f515f5c,977-933-2945x6255,7174157724,1982,Data Engineering,United Kingdom,int:Swedish,2025-09-20,2025-08-04,2025-09-21,Consultant Data Platform Engineer in data engineering delivering data platforms & analytics.,2024-12-01,0,4,2025-10-11,3,2024-08-11,2,2024-04-29,3,17,2025-03-28,5,21,2025-01-07,2,2024-08-13,5,2024-08-26,1,2025-09-29,0,2024-12-31,1,2026-03-14,1,2024-11-16,0,2024-05-16,0,2024-08-31,2,2025-04-16,2026-03-14
Michael Jones,int:Michael Jones,int:Lead Solution Architect,michael.jones@example.com,michaeljones,ext_a7616c5e,a7616c5e,cv_a7616c5e,516.415.8148x76963,361.953.9669x5832,1970,Architecture,India,int:Swedish,2025-11-05,2025-04-04,2026-02-20,Lead Solution Architect in architecture delivering data platforms & analytics.,2025-04-05,2,0,2024-07-25,2,2026-03-18,1,2024-07-06,1,18,2024-08-07,1,4,2025-01-31,4,2025-10-12,2,2025-03-26,3,2025-07-19,0,2025-09-19,0,2024-10-25,2,2025-06-21,1,2024-10-18,2,2026-03-10,3,2024-11-18,2024-11-13
Elizabeth Rivera,int:Elizabeth Rivera,int:Head of Data Engineering,elizabeth.rivera@mail.test,elizabethrivera,ext_c0671072,c0671072,cv_c0671072,699-875-8172,591-496-5701,1976,Head of Data Engineering,Spain,int:Norwegian,2025-10-15,2025-06-25,2026-03-18,,2025-11-21,2,1,2024-07-03,0,2024-08-24,2,2026-03-15,2,20,2025-05-29,2,5,2025-03-10,3,2025-09-11,3,2024-12-08,2,2025-03-10,0,2025-03-02,2,2026-02-26,2,2024-04-22,5,2024-05-15,1,2025-07-01,1,2024-04-20,2026-03-24
Lee Charles,int:Lee Charles,int:Lead Enterprise Architect,lee.charles@example.org,leecharles,ext_fe0183f7,fe0183f7,cv_fe0183f7,001-902-527-8469,254.894.6519,1973,Architecture,United Kingdom,int:British,2025-11-18,2026-02-20,2025-08-16,Lead Enterprise Architect in architecture delivering data platforms & analytics.,2024-05-16,3,2,2026-01-07,2,2025-05-12,5,2024-10-29,3,13,2025-12-08,3,14,2026-03-11,2,2025-11-23,1,2025-12-15,2,2025-07-29,2,2026-01-17,2,2025-10-04,2,2025-03-17,1,2026-01-27,1,2025-10-28,3,2024-08-26,2024-05-21
Jennifer Evans,int:Jennifer Evans,int:Lead Solution Architect,jennifer.evans@mail.test,jenniferevans,ext_b92f3eb8,b92f3eb8,cv_b92f3eb8,(340)658-0085,8365965666,1997,Architecture,United Kingdom,int:British,2025-05-15,2025-10-16,2025-04-28,Lead Solution Architect in architecture delivering data platforms & analytics.,2025-12-16,6,1,2024-07-15,0,2026-02-05,1,2024-04-12,0,14,2025-11-12,5,22,2025-09-11,0,2026-01-10,5,2025-09-25,2,2025-12-31,2,2025-12-31,0,2026-03-31,0,2025-01-15,4,2024-05-01,2,2025-08-08,4,2025-08-31,2025-11-30
Kyle Ortiz,int:Kyle Ortiz,int:Principal Analytics Engineer,kyle.ortiz@example.org,kyleortiz,ext_853bbe22,853bbe22,cv_853bbe22,+1-327-223-8656x24220,(876)421-2679,1983,Data Engineering,Ireland,int:Danish,2025-08-20,2025-12-30,2025-07-18,Principal Analytics Engineer in data engineering delivering data platforms & analytics.,2026-03-28,0,0,2026-01-12,3,2025-09-13,3,2025-07-08,1,13,2025-11-07,3,11,2024-09-25,1,2024-08-22,5,2025-09-22,3,2024-04-17,2,2025-11-28,1,2024-04-14,1,2026-01-16,2,2025-09-23,2,2025-09-24,1,2025-05-09,2025-10-05
Richard Phillips,int:Richard Phillips,int:Senior MLOps Engineer,richard.phillips@example.com,richardphillips,ext_8efe1bb8,8efe1bb8,cv_8efe1bb8,986.587.6532x690,001-384-968-9500x975,1988,Data Engineering,India,int:Polish,2025-07-06,2026-03-31,2025-05-03,Senior MLOps Engineer in data engineering delivering data platforms & analytics.,2024-05-04,6,1,2025-07-20,1,2025-10-20,4,2026-01-27,2,15,2026-01-30,4,8,2026-01-29,3,2024-11-14,4,2025-04-16,2,2026-02-01,0,2024-07-08,3,2025-01-18,1,2026-01-12,2,2024-05-13,2,2025-01-02,2,2026-03-22,2025-06-19
David Fisher,int:David Fisher,int:Senior Project Manager,david.fisher@example.com,davidfisher,ext_1ed39b5b,1ed39b5b,cv_1ed39b5b,001-912-384-7818x913,+1-789-849-0580x77879,1990,Delivery Management,Ireland,int:Norwegian,2025-08-01,2025-09-26,2025-07-22,,2025-05-31,5,0,2024-11-19,2,2024-09-21,5,2025-09-21,2,12,2025-08-13,5,21,2024-08-10,4,2025-10-11,5,2026-02-19,0,2024-04-26,2,2025-04-07,2,2025-02-08,2,2024-12-13,2,2024-12-17,1,2025-05-06,3,2025-02-15,2025-05-18
Shelby Byrd,int:Shelby Byrd,int:Associate Solution Architect,shelby.byrd@example.com,shelbybyrd,ext_b14c3dff,b14c3dff,cv_b14c3dff,(444)220-9494x079,+1-649-604-7128x14429,2000,Architecture,Spain,int:Danish,2025-09-28,2026-03-27,2025-08-24,Associate Solution Architect in architecture delivering data platforms & analytics.,2024-05-26,3,3,2025-10-09,3,2024-08-04,2,2025-09-27,1,19,2025-08-24,5,7,2025-12-27,3,2026-03-18,3,2025-02-27,0,2024-12-06,0,2025-11-01,2,2025-06-30,1,2025-04-23,5,2025-09-13,0,2026-03-12,4,2024-11-10,2025-10-31
Raven Gilbert,int:Raven Gilbert,int:Senior Scrum Master,raven.gilbert@mail.test,ravengilbert,ext_59d4ef50,59d4ef50,cv_59d4ef50,901-492-9275x243,705.212.9276x63723,1976,Delivery Management,United Kingdom,int:Danish,2025-10-05,2026-02-08,2026-02-28,Senior Scrum Master in delivery management delivering data platforms & analytics.,2025-05-07,3,1,2024-04-11,2,2024-07-20,5,2025-06-11,2,16,2025-11-10,1,12,2025-08-06,1,2024-10-19,3,2024-11-13,3,2025-08-25,1,2025-02-01,3,2024-11-17,0,2026-03-21,3,2025-05-23,2,2024-06-26,1,2025-10-23,2024-12-01
Kevin Kelley,int:Kevin Kelley,int:Head of Strategy and Advisory,kevin.kelley@example.org,kevinkelley,ext_ce2e910c,ce2e910c,cv_ce2e910c,+1-841-902-7674x7836,728-860-4765x801,1977,Head of Strategy and Advisory,United Kingdom,int:Swedish,2026-03-02,2026-03-25,2025-08-18,,2025-03-21,2,2,2025-01-31,3,2025-09-01,5,2025-05-04,0,13,2024-04-29,4,25,2025-08-07,1,2025-05-18,4,2024-06-23,2,2024-12-02,1,2025-06-20,2,2024-09-12,2,2025-04-20,1,2024-08-20,1,2025-04-29,4,2024-04-18,2025-07-25
Aaron Mitchell,int:Aaron Mitchell,int:Lead Data Platform Engineer,aaron.mitchell@example.com,aaronmitchell,ext_f716067a,f716067a,cv_f716067a,+1-545-744-1496x739,+1-525-680-0106x18175,1998,Data Engineering,Spain,int:Danish,2025-07-16,2026-02-14,2025-09-19,Lead Data Platform Engineer in data engineering delivering data platforms & analytics.,2025-11-03,1,1,2024-07-04,2,2026-01-10,5,2024-10-09,1,20,2024-11-17,5,11,2024-12-16,4,2024-07-25,4,2025-07-05,1,2026-01-25,0,2024-12-29,3,2025-03-01,2,2025-09-18,3,2025-06-25,0,2024-04-05,3,2025-11-08,2025-05-09
Russell Carpenter,int:Russell Carpenter,int:Associate DevOps Engineer,russell.carpenter@example.com,russellcarpenter,ext_574ce717,574ce717,cv_574ce717,330-409-1093x911,(692)412-4471x7465,2001,Cloud Engineering,USA,int:British,2025-07-29,2025-10-25,2025-05-29,,2024-10-01,2,0,2025-09-11,3,2025-09-23,2,2024-07-31,1,18,2024-07-23,5,13,2025-12-01,0,2025-06-05,2,2026-01-31,2,2025-09-16,2,2024-10-14,3,2024-11-03,2,2025-06-18,1,2025-07-23,1,2025-03-14,3,2025-01-25,2024-06-11
Diana Marshall,int:Diana Marshall,int:Associate Data Engineer,diana.marshall@example.com,dianamarshall,ext_b30db712,b30db712,cv_b30db712,001-514-806-6504x42717,(971)628-6391,2000,Data Engineering,United Kingdom,int:Danish,2025-08-18,2025-05-18,2025-09-20,Associate Data Engineer in data engineering delivering data platforms & analytics.,2024-09-12,5,0,2025-10-25,2,2025-01-04,3,2025-05-17,1,12,2025-12-14,1,6,2025-06-27,2,2024-12-23,0,2025-06-25,0,2025-09-13,2,2024-04-10,3,2024-07-21,0,2024-12-25,2,2025-06-16,1,2025-10-19,2,2024-08-11,2024-08-03
Scott Lewis,int:Scott Lewis,int:Principal Kubernetes Engineer,scott.lewis@example.com,scottlewis,ext_cef78287,cef78287,cv_cef78287,401-219-4707,9649256908,1998,Cloud Engineering,Ireland,int:Swedish,2025-05-17,2025-08-24,2025-05-08,Principal Kubernetes Engineer in cloud engineering delivering data platforms & analytics.,2025-05-07,1,2,2025-02-22,0,2025-05-04,1,2024-07-15,0,20,2026-02-27,6,14,2024-06-13,2,2025-06-18,4,2025-05-07,3,2024-09-01,1,2024-08-29,1,2026-02-22,1,2024-10-27,5,2026-02-05,1,2024-04-03,1,2025-11-19,2025-10-03
Thomas Santana,int:Thomas Santana,int:Consultant C# Developer,thomas.santana@mail.test,thomassantana,ext_76544518,76544518,cv_76544518,(861)283-0671x98554,+1-515-685-1743x2806,1971,Software Engineering,United Kingdom,int:British,2025-10-10,2026-02-27,2025-07-25,Consultant C# Developer in software engineering delivering data platforms & analytics.,2025-02-17,3,0,2024-09-22,0,2024-10-13,2,2025-02-01,1,18,2024-06-15,0,13,2025-02-22,4,2024-04-22,1,2025-10-27,1,2024-09-19,0,2026-01-02,2,2025-09-03,1,2024-12-30,2,2025-10-23,0,2025-12-06,4,2025-07-10,2026-01-30
Laura Jackson,int:Laura Jackson,int:Senior Delivery Manager,laura.jackson@example.org,laurajackson,ext_c7489d42,c7489d42,cv_c7489d42,001-561-957-1732x030,(818)347-8700x5050,1994,Delivery Management,Australia,int:Polish,2025-10-20,2025-09-17,2025-05-14,Senior Delivery Manager in delivery management delivering data platforms & analytics.,2024-05-17,1,1,2025-02-22,0,2024-10-28,5,2025-06-11,0,19,2024-11-15,0,22,2026-03-10,1,2024-05-18,3,2024-04-20,0,2025-02-03,0,2024-09-17,1,2026-01-24,0,2026-02-21,1,2025-09-11,0,2024-08-08,3,2026-02-26,2026-03-15
Christopher Robertson,int:Christopher Robertson,int:Associate Data Engineer,christopher.robertson@example.com,christopherrobertson,ext_9df381ed,9df381ed,cv_9df381ed,487.982.9310,+1-407-390-3202x0417,1969,Data Engineering,United Kingdom,int:Polish,2025-05-17,2025-05-20,2025-11-10,,2025-07-05,1,1,2024-09-11,3,2024-10-27,1,2025-03-02,2,12,2025-10-22,5,20,2025-09-09,0,2024-07-20,4,2025-07-15,2,2025-04-26,2,2025-09-15,1,2025-05-04,1,2025-07-11,1,2025-02-25,0,2025-12-02,1,2024-06-06,2025-03-16
Cynthia Rogers,int:Cynthia Rogers,int:Associate C# Developer,cynthia.rogers@example.org,cynthiarogers,ext_5c4dbd5c,5c4dbd5c,cv_5c4dbd5c,717-899-3136,419-882-5309x25114,1998,Software Engineering,India,int:Danish,2025-04-15,2025-04-23,2025-12-15,Associate C# Developer in software engineering delivering data platforms & analytics.,2024-08-04,2,3,2025-05-28,0,2024-12-15,4,2026-02-07,3,20,2024-06-09,1,21,2024-07-01,1,2025-08-11,0,2024-08-31,0,2025-07-19,1,2025-08-24,0,2024-10-27,2,2026-03-10,1,2025-05-21,0,2026-03-22,3,2025-08-25,2025-03-30
Loretta Potter,int:Loretta Potter,int:Principal Data Scientist,loretta.potter@example.com,lorettapotter,ext_442e5246,442e5246,cv_442e5246,(358)827-3902,001-520-471-0021x94672,1990,AI/ML,United Kingdom,int:British,2025-06-20,2025-06-02,2025-11-08,Principal Data Scientist in ai/ml delivering data platforms & analytics.,2024-05-20,6,1,2025-07-23,2,2024-07-11,2,2025-12-15,3,16,2026-04-03,5,5,2026-03-03,3,2024-07-08,5,2026-02-11,2,2026-03-23,1,2025-06-27,3,2026-04-03,2,2025-05-28,1,2025-01-03,1,2025-03-09,4,2024-08-30,2026-01-14
Emily Walker,int:Emily Walker,int:Associate .NET Engineer,emily.walker@example.com,emilywalker,ext_730b2f88,730b2f88,cv_730b2f88,+1-348-676-3290x9279,(560)983-3181x958,1968,Software Engineering,India,int:Danish,2026-03-17,2026-02-01,2025-10-31,,2025-11-09,1,0,2025-07-08,0,2025-09-06,3,2025-12-01,1,18,2024-06-21,5,1,2024-05-05,1,2026-03-03,3,2024-12-02,2,2025-10-07,0,2026-03-20,2,2025-12-09,1,2026-01-05,5,2025-08-06,0,2024-12-23,3,2024-08-18,2024-12-22
James Johnson,int:James Johnson,int:Senior DevOps Engineer,james.johnson@example.org,jamesjohnson,ext_5ae88d74,5ae88d74,cv_5ae88d74,001-634-503-1277x22005,(345)397-0108x22078,2002,Cloud Engineering,USA,int:Danish,2026-03-19,2026-03-15,2025-07-23,Senior DevOps Engineer in cloud engineering delivering data platforms & analytics.,2025-01-16,5,4,2024-12-13,2,2025-10-06,3,2026-03-21,0,19,2024-08-21,5,9,2026-02-17,4,2024-05-31,3,2026-01-29,0,2025-06-20,2,2024-04-07,1,2025-06-19,0,2024-11-29,0,2025-09-08,1,2025-07-04,4,2026-03-10,2025-02-05
John Alvarez,int:John Alvarez,int:Senior Frontend Engineer,john.alvarez@example.com,johnalvarez,ext_62a31c39,62a31c39,cv_62a31c39,379.795.6353,913.263.6317,1987,Software Engineering,Ireland,int:Danish,2026-03-10,2025-11-08,2025-09-29,,2026-01-03,5,2,2024-07-30,1,2024-12-22,2,2024-12-06,3,12,2024-09-23,6,22,2025-10-18,0,2025-03-17,5,2024-05-29,0,2025-03-19,2,2024-09-16,3,2024-09-27,2,2025-11-05,5,2025-05-10,1,2024-06-18,2,2025-04-13,2025-03-23
